chr	strand	gene_id	gene_symbol	omega_p2	rate_p2
10	+	ENSG00000130649.9	CYP2E1	0.097211448	0.94407932
9	-	ENSG00000130653.15	PNPLA7	0.96441844	0.34649382
16	+	ENSG00000130656.4	HBZ	0	1
19	+	ENSG00000130669.17	PAK4	9.9656852	0.6822724
7	-	ENSG00000130675.14	MNX1	0.4964085	0.7125184
20	-	ENSG00000130684.13	ZNF337	26.948482	0.69595318
1	+	ENSG00000130695.13	CEP85	9.599216	0.51466396
20	-	ENSG00000130699.17	TAF4	9.1814076	0.52129716
20	-	ENSG00000130700.6	GATA5	0	1
20	-	ENSG00000130701.3	RBBP8NL	0	1
20	-	ENSG00000130702.14	LAMA5	0.7799286	0.067640804
20	+	ENSG00000130703.15	OSBPL2	26.680396	0.69235088
20	+	ENSG00000130706.12	ADRM1	23.36636	0.41778174
9	+	ENSG00000130707.17	ASS1	0.82622284	0.93239086
9	+	ENSG00000130711.3	PRDM12	0	1
9	+	ENSG00000130713.15	EXOSC2	13.142548	0.69444388
9	+	ENSG00000130714.15	POMT1	3.6536346	0.12983276
9	-	ENSG00000130717.12	UCK1	15.530806	0.75484176
9	-	ENSG00000130720.12	FIBCD1	0	0.9992843
9	+	ENSG00000130723.17	PRRC2B	75.402062	0.26438704
19	-	ENSG00000130724.8	CHMP2A	74.914262	0.94919626
19	-	ENSG00000130725.7	UBE2M	43.588784	0.9122853
19	+	ENSG00000130726.11	TRIM28	121.90534	0.71220138
16	-	ENSG00000130731.15	C16orf13	8.838551	0.72250724
19	-	ENSG00000130733.10	YIPF2	17.271724	0.74817108
19	+	ENSG00000130734.9	ATG4D	3.4982306	0.5473522
X	+	ENSG00000130741.10	EIF2S3	270.46376	0.88102012
19	-	ENSG00000130748.6	TMEM160	1.8472538	0.82486564
19	-	ENSG00000130749.9	ZC3H4	2.5641092	0.04051763
19	+	ENSG00000130751.9	NPAS1	0.18834568	0.9557149
19	-	ENSG00000130755.12	GMFG	46.043042	0.82325752
19	+	ENSG00000130758.7	MAP3K10	0	0
1	+	ENSG00000130762.14	ARHGEF16	0	1
1	-	ENSG00000130764.9	LRRC47	31.815912	0.78654202
1	+	ENSG00000130766.4	SESN2	18.690684	0.62602562
1	+	ENSG00000130768.14	SMPDL3B	0.130238474	0.92094646
1	+	ENSG00000130770.17	ATPIF1	60.74068	0.9164356
1	+	ENSG00000130772.13	MED18	12.65749	0.88488172
1	+	ENSG00000130775.15	THEMIS2	43.86873	0.7603592
12	-	ENSG00000130779.19	CLIP1	21.810536	0.56513248
12	+	ENSG00000130783.13	CCDC62	0.2082978	0.98730848
12	+	ENSG00000130787.13	HIP1R	1.4571586	0.083083344
19	+	ENSG00000130803.14	ZNF317	41.83563	0.82995206
19	+	ENSG00000130810.19	PPAN	36.324592	0.73761806
19	-	ENSG00000130811.11	EIF3G	88.282738	0.7102218
19	-	ENSG00000130812.10	ANGPTL6	2.6222316	0.075928384
19	+	ENSG00000130813.17	C19orf66	13.148246	0.8026772
19	-	ENSG00000130816.14	DNMT1	13.791092	0.28390188
19	-	ENSG00000130818.11	ZNF426	11.052198	0.85059628
X	+	ENSG00000130821.15	SLC6A8	0.86816852	0.55300114
X	-	ENSG00000130822.15	PNCK	0	0.68249808
X	+	ENSG00000130826.16	DKC1	61.443156	0.69848978
X	+	ENSG00000130827.6	PLXNA3	0	0
X	+	ENSG00000130829.17	DUSP9	0	1
X	-	ENSG00000130830.14	MPP1	12.46216	0.8285318
19	+	ENSG00000130844.16	ZNF331	11.357244	0.93325904
18	+	ENSG00000130856.15	ZNF236	8.4132946	0.29009226
19	-	ENSG00000130876.11	SLC7A10	0	1
19	+	ENSG00000130881.13	LRP3	0	1
12	+	ENSG00000130921.7	C12orf65	22.920008	1
17	+	ENSG00000130935.9	NOL11	14.42425	0.68996092
1	+	ENSG00000130939.18	UBE4B	44.51182	0.73589786
1	-	ENSG00000130940.14	CASZ1	2.430983	0.65770802
22	-	ENSG00000130943.6	PKDREJ	0.052163554	1
9	-	ENSG00000130948.9	HSD17B3	0	1
9	-	ENSG00000130950.13	NUTM2F	0	1
9	+	ENSG00000130956.13	HABP4	6.1922972	0.69693926
9	-	ENSG00000130957.4	FBP2	0	1
9	-	ENSG00000130958.11	SLC35D2	3.1499772	0.61207404
X	+	ENSG00000130962.17	PRRG1	0.051766526	1
X	+	ENSG00000130985.16	UBA1	123.27784	0.43441674
X	+	ENSG00000130988.12	RGN	0	1
4	-	ENSG00000130997.16	POLN	0	0.86157376
6	-	ENSG00000131013.3	PPIL4	21.741278	0.6780779
6	+	ENSG00000131015.4	ULBP2	0	1
6	+	ENSG00000131016.16	AKAP12	0.76646614	1
6	-	ENSG00000131018.22	SYNE1	6.746734	0.59284394
6	-	ENSG00000131019.10	ULBP3	0	1
6	-	ENSG00000131023.12	LATS1	27.528028	0.57475424
19	+	ENSG00000131037.14	EPS8L1	0.046398462	0.78808422
19	-	ENSG00000131042.14	LILRB2	2.1358268	0.23868594
20	+	ENSG00000131043.11	AAR2	32.072228	0.9020219
20	+	ENSG00000131044.16	TTLL9	0	1
20	+	ENSG00000131050.10	BPIFA2	0	1
20	-	ENSG00000131051.21	RBM39	28.523482	0.30970816
20	+	ENSG00000131055.4	COX4I2	0	0.92844034
20	+	ENSG00000131059.11	BPIFA3	0	1
20	+	ENSG00000131061.13	ZNF341	0.8088041	0.73761714
20	-	ENSG00000131067.16	GGT7	1.1950548	0.10908934
20	+	ENSG00000131068.3	DEFB118	0	1
20	+	ENSG00000131069.19	ACSS2	0.49269418	0.29714778
X	-	ENSG00000131080.14	EDA2R	3.0290984	0.10068178
X	-	ENSG00000131089.14	ARHGEF9	21.313344	0.70255444
17	-	ENSG00000131094.3	C1QL1	0	1
17	-	ENSG00000131095.11	GFAP	0.11054225	0.94835892
17	-	ENSG00000131096.10	PYY	0	1
17	+	ENSG00000131097.6	HIGD1B	0	1
22	-	ENSG00000131100.12	ATP6V1E1	81.34297	0.973878
19	+	ENSG00000131115.15	ZNF227	10.75013	0.50427834
19	-	ENSG00000131116.11	ZNF428	7.5827718	0.75519264
19	+	ENSG00000131126.18	TEX101	0.058478068	1
4	+	ENSG00000131127.13	ZNF141	10.372268	0.87944986
19	+	ENSG00000131142.13	CCL25	0.0006973626	0.82020286
16	+	ENSG00000131143.8	COX4I1	241.66306	0.98637148
16	-	ENSG00000131148.8	EMC8	12.93921	0.97265506
16	+	ENSG00000131149.18	GSE1	31.333444	0.65569048
16	-	ENSG00000131152.4	RP11-178L8.4	0	0.94990866
16	-	ENSG00000131153.8	GINS2	15.742104	0.9612288
16	-	ENSG00000131165.14	CHMP1A	37.290558	0.8804423
X	+	ENSG00000131171.12	SH3BGRL	126.00782	0.95690124
X	+	ENSG00000131174.4	COX7B	33.761202	0.93712006
5	+	ENSG00000131183.10	SLC34A1	0	1
5	-	ENSG00000131187.9	F12	0	0
5	+	ENSG00000131188.11	PRR7	3.828298	0.6995658
18	+	ENSG00000131196.17	NFATC1	17.093036	0.83517696
8	+	ENSG00000131203.12	IDO1	0	1
1	-	ENSG00000131233.9	GJA9	0	1
1	+	ENSG00000131236.16	CAP1	296.2159	0.82140086
1	-	ENSG00000131238.16	PPT1	59.02765	0.92646738
17	+	ENSG00000131242.16	RAB11FIP4	12.878768	0.83072762
X	-	ENSG00000131263.12	RLIM	49.723304	0.88715316
X	+	ENSG00000131264.3	CDX4	0	1
X	-	ENSG00000131269.15	ABCB7	34.0309	0.60252102
14	+	ENSG00000131323.14	TRAF3	115.27446	0.74145864
19	-	ENSG00000131351.14	HAUS8	7.4054488	0.8034091
19	-	ENSG00000131355.14	ADGRE3	0.04355093	1
3	-	ENSG00000131368.7	MRPS25	49.655044	0.93210272
3	-	ENSG00000131370.15	SH3BP5	2.040326	0.27065346
3	-	ENSG00000131373.14	HACL1	12.21258	0.61306484
3	-	ENSG00000131374.14	TBC1D5	22.389002	0.1431567
3	+	ENSG00000131375.9	CAPN7	13.213098	0.42881476
3	-	ENSG00000131378.13	RFTN1	163.3843	0.62768884
3	+	ENSG00000131379.9	C3orf20	0.1246408	0.95367358
3	-	ENSG00000131381.12	RBSN	16.125796	0.29592402
3	+	ENSG00000131386.17	GALNT15	0.22062734	1
3	+	ENSG00000131389.16	SLC6A6	11.109486	0.50783812
19	-	ENSG00000131398.13	KCNC3	2.1050782	0.80396894
19	-	ENSG00000131400.7	NAPSA	0.80138222	0.71146568
19	+	ENSG00000131408.13	NR1H2	37.636188	0.6413687
19	-	ENSG00000131409.12	LRRC4B	0.099923006	1
5	+	ENSG00000131435.12	PDLIM4	0.107134106	0.87638576
5	-	ENSG00000131437.15	KIF3A	18.734378	0.4720745
5	-	ENSG00000131446.16	MGAT1	94.897698	0.84670612
5	-	ENSG00000131459.12	GFPT2	0.2283034	0.9884713
17	+	ENSG00000131462.7	TUBG1	19.658746	0.54925966
17	+	ENSG00000131467.10	PSME3	68.866148	0.82440228
17	+	ENSG00000131469.12	RPL27	682.03558	0.87841538
17	-	ENSG00000131470.14	PSMC3IP	0.70127316	0.2504908
17	+	ENSG00000131471.6	AOC3	1.3411784	0.87117842
17	-	ENSG00000131473.16	ACLY	125.76746	0.69787288
17	+	ENSG00000131475.6	VPS25	43.201216	0.96219776
17	+	ENSG00000131477.10	RAMP2	0.096459586	1
17	+	ENSG00000131480.8	AOC2	0.90185022	0.62120464
17	+	ENSG00000131482.9	G6PC	0.04700905	1
5	-	ENSG00000131495.8	NDUFA2	46.326298	0.97218592
5	+	ENSG00000131503.20	ANKHD1	100.605908	0.77030972
5	-	ENSG00000131504.15	DIAPH1	84.990268	0.569943
5	+	ENSG00000131507.10	NDFIP1	3.6278984	0.92405316
5	+	ENSG00000131508.15	UBE2D2	70.827408	0.90320516
7	+	ENSG00000131558.14	EXOC4	58.533356	0.97126542
1	-	ENSG00000131584.18	ACAP3	1.732863	0.10665242
1	-	ENSG00000131591.17	C1orf159	2.9568102	0.81534516
11	+	ENSG00000131620.17	ANO1	0.04319112	1
11	+	ENSG00000131626.16	PPFIA1	11.60382	0.62039806
16	+	ENSG00000131634.13	TMEM204	0.20209948	0.75628578
16	+	ENSG00000131650.13	KREMEN2	0.62285064	0.119179708
16	+	ENSG00000131652.13	THOC6	7.3685582	0.3286206
16	+	ENSG00000131653.12	TRAF7	34.653212	0.35855768
9	-	ENSG00000131668.13	BARX1	0	1
9	-	ENSG00000131669.9	NINJ1	8.3102336	0.97809436
1	+	ENSG00000131686.14	CA6	0.39652212	1
1	-	ENSG00000131697.17	NPHP4	0.25652682	0.03606339
5	+	ENSG00000131711.14	MAP1B	1.4551264	0.95702522
X	+	ENSG00000131721.5	RHOXF2	0	1
X	+	ENSG00000131724.10	IL13RA1	1.4982642	0.9140874
X	+	ENSG00000131725.13	WDR44	12.333422	0.55950598
5	+	ENSG00000131730.15	CKMT2	0.07172986	0.98455754
5	+	ENSG00000131732.11	ZCCHC9	29.914626	0.9780285
17	-	ENSG00000131737.5	KRT34	0	1
17	-	ENSG00000131738.10	KRT33B	0	1
17	-	ENSG00000131746.12	TNS4	0	1
17	-	ENSG00000131747.14	TOP2A	80.509148	0.36441308
17	+	ENSG00000131748.15	STARD3	16.572068	0.83508598
17	+	ENSG00000131759.17	RARA	30.538138	0.77065608
17	+	ENSG00000131771.13	PPP1R1B	0	1
8	+	ENSG00000131773.13	KHDRBS3	0	0.99350452
1	+	ENSG00000131778.17	CHD1L	33.717774	0.5220317
1	-	ENSG00000131779.10	PEX11B	28.203332	0.84710988
1	-	ENSG00000131781.12	FMO5	0.29400846	0.90392122
1	-	ENSG00000131788.15	PIAS3	8.7068538	0.46959766
1	-	ENSG00000131791.7	PRKAB2	6.5175216	0.1525657
11	+	ENSG00000131808.10	FSHB	0	1
X	+	ENSG00000131828.13	PDHA1	59.054236	0.97867092
X	-	ENSG00000131831.17	RAI2	0.039318532	1
5	+	ENSG00000131844.15	MCCC2	87.330796	0.81602266
19	+	ENSG00000131845.14	ZNF304	15.802678	0.96956706
19	-	ENSG00000131848.9	ZSCAN5A	2.576899	0.96414916
19	-	ENSG00000131849.10	ZNF132	3.1590774	0.95228954
19	+	ENSG00000131864.10	USP29	0	1
15	-	ENSG00000131871.14	VIMP	24.655852	1
15	-	ENSG00000131873.5	CHSY1	29.025274	0.78002196
15	-	ENSG00000131876.16	SNRPA1	34.575528	0.90059798
17	+	ENSG00000131899.10	LLGL1	2.3440408	0.47894628
1	-	ENSG00000131910.4	NR0B2	0	1
1	+	ENSG00000131914.10	LIN28A	0.19219452	1
8	-	ENSG00000131931.8	THAP1	11.143572	0.9617222
19	-	ENSG00000131941.7	RHPN2	2.2559356	0.86329422
19	-	ENSG00000131943.17	C19orf12	25.261056	0.82963414
19	+	ENSG00000131944.9	FAAP24	4.504247	0.66191806
14	+	ENSG00000131951.10	LRRC9	0	1
14	+	ENSG00000131966.13	ACTR10	2.242898	0.92895308
14	+	ENSG00000131969.14	ABHD12B	0	1
14	-	ENSG00000131979.18	GCH1	5.9021312	0.76698058
14	+	ENSG00000131981.15	LGALS3	11.5697026	0.97205954
19	-	ENSG00000132000.11	PODNL1	0.18636162	1
19	-	ENSG00000132002.7	DNAJB1	34.183786	0.7935818
19	+	ENSG00000132003.9	ZSWIM4	8.8427806	0.4788324
19	-	ENSG00000132004.12	FBXW9	2.6590624	0.34851904
19	-	ENSG00000132005.8	RFX1	4.2496638	0.40785018
19	-	ENSG00000132010.15	ZNF20	1.4478716	1
19	-	ENSG00000132016.11	C19orf57	0.32286624	0.91482864
19	+	ENSG00000132017.10	DCAF15	17.046888	0.43183798
19	+	ENSG00000132024.17	CC2D1A	3.8117486	0.1212996
19	-	ENSG00000132026.13	RTBDN	0.022690992	1
2	-	ENSG00000132031.12	MATN3	0	1
11	-	ENSG00000132109.9	TRIM21	25.990014	0.61106662
1	-	ENSG00000132122.11	SPATA6	0.24960366	1
1	-	ENSG00000132128.16	LRRC41	50.605262	0.39351074
17	-	ENSG00000132141.13	CCT6B	1.3196576	0.79374008
3	+	ENSG00000132153.14	DHX30	18.082632	0.24468348
3	-	ENSG00000132155.11	RAF1	70.895084	0.5175832
3	+	ENSG00000132164.9	SLC6A11	0.015048	1
3	+	ENSG00000132170.19	PPARG	0	0.98217656
3	-	ENSG00000132182.11	NUP210	124.29382	0.41128816
1	+	ENSG00000132185.16	FCRLA	29.507918	0.78552096
1	+	ENSG00000132196.13	HSD17B7	8.1021832	0.69500118
18	-	ENSG00000132199.18	ENOSF1	2.3343216	0.28284562
18	+	ENSG00000132205.10	EMILIN2	2.0765302	0.6465324
16	+	ENSG00000132207.17	SLX1A	15.2260292	1
11	-	ENSG00000132254.12	ARFIP2	18.129698	0.50374378
11	-	ENSG00000132256.18	TRIM5	27.464826	0.56498214
11	+	ENSG00000132259.12	CNGA4	0.1507887	1
11	+	ENSG00000132274.15	TRIM22	187.63306	0.8950227
11	-	ENSG00000132275.10	RRP8	9.6592554	0.63183482
11	+	ENSG00000132286.11	TIMM10B	30.753266	0.77316056
8	+	ENSG00000132294.14	EFR3A	61.466122	0.74113988
8	-	ENSG00000132297.11	HHLA1	0	1
2	+	ENSG00000132300.18	PTCD3	41.76832	0.49156084
2	-	ENSG00000132305.20	IMMT	109.44248	0.81238718
2	+	ENSG00000132313.14	MRPL35	35.372812	0.98013464
2	-	ENSG00000132321.16	IQCA1	0	1
2	-	ENSG00000132323.8	ILKAP	7.1945818	0.49144628
2	-	ENSG00000132326.11	PER2	0.034912922	0.001406587
2	+	ENSG00000132329.10	RAMP1	0	0
2	+	ENSG00000132330.16	SCLY	11.104054	0.71653958
10	+	ENSG00000132334.16	PTPRE	6.2674996	0.47686684
12	+	ENSG00000132341.11	RAN	575.48296	0.9941484
5	-	ENSG00000132356.11	PRKAA1	36.777316	0.81706032
5	+	ENSG00000132357.13	CARD6	1.606652	0.95063374
17	+	ENSG00000132359.14	RAP1GAP2	0.040552512	0.73252036
17	-	ENSG00000132361.16	CLUH	36.799272	0.44287936
17	-	ENSG00000132376.19	INPP5K	12.361664	0.68015612
17	-	ENSG00000132382.14	MYBBP1A	9.4375564	0.32111704
17	+	ENSG00000132383.11	RPA1	116.27058	0.83150688
17	+	ENSG00000132386.10	SERPINF1	1.01334448	0.33460304
17	-	ENSG00000132388.12	UBE2G1	61.22329	0.83497274
3	+	ENSG00000132394.10	EEFSEC	15.78901	0.9022133
4	+	ENSG00000132405.18	TBC1D14	48.997708	0.73189386
4	-	ENSG00000132406.11	TMEM128	10.049396	0.4293753
6	-	ENSG00000132423.11	COQ3	5.6597074	0.59790152
6	-	ENSG00000132424.14	PNISR	108.55592	0.59951944
6	-	ENSG00000132429.9	POPDC3	0	1
7	-	ENSG00000132432.13	SEC61G	55.20414	0.9739541
7	+	ENSG00000132434.9	LANCL2	3.8233166	0.89905048
7	-	ENSG00000132436.11	FIGNL1	21.118214	0.98155176
7	-	ENSG00000132437.17	DDC	0	1
X	-	ENSG00000132446.6	FTHL17	0	1
4	-	ENSG00000132463.13	GRSF1	63.943494	0.77414788
4	+	ENSG00000132464.11	ENAM	0.043373418	1
4	-	ENSG00000132465.10	JCHAIN	48.768536	0.98137786
4	-	ENSG00000132466.17	ANKRD17	79.719388	0.5646113
4	+	ENSG00000132467.3	UTP3	40.948406	1
17	+	ENSG00000132470.13	ITGB4	0.58496364	0.85910268
17	-	ENSG00000132471.11	WBP2	64.411066	0.93086696
17	-	ENSG00000132475.9	H3F3B	225.7388	0.99616036
17	+	ENSG00000132478.9	UNK	16.90797	0.33243482
17	-	ENSG00000132481.6	TRIM47	0	0.67365216
1	-	ENSG00000132485.13	ZRANB2	57.102946	0.48773924
17	+	ENSG00000132507.17	EIF5A	271.79886	0.82741964
17	+	ENSG00000132510.10	KDM6B	1.02409076	0.020338872
17	-	ENSG00000132514.13	CLEC10A	0	1
17	-	ENSG00000132517.14	SLC52A1	0.29181546	1
17	+	ENSG00000132518.6	GUCY2D	0	1
17	-	ENSG00000132522.15	GPS2	9.1154032	0.82325858
17	+	ENSG00000132530.16	XAF1	13.171864	0.13710094
17	-	ENSG00000132535.18	DLG4	2.2003026	0.39805584
8	-	ENSG00000132541.10	RIDA	11.35138	0.95830176
8	+	ENSG00000132549.18	VPS13B	16.845954	0.42507166
8	-	ENSG00000132554.19	RGS22	0	1
8	+	ENSG00000132561.13	MATN2	0.089819448	1
5	+	ENSG00000132563.15	REEP2	0.63088556	0.85981266
5	+	ENSG00000132570.14	PCBD2	6.2877414	0.75471606
17	-	ENSG00000132581.9	SDF2	2.3615916	0.44289804
17	-	ENSG00000132589.15	FLOT2	11.1729444	0.65186872
17	+	ENSG00000132591.11	ERAL1	23.91018	0.63976766
16	+	ENSG00000132600.16	PRMT7	7.1735816	0.40455812
16	+	ENSG00000132603.13	NIP7	25.32344	1
16	-	ENSG00000132604.10	TERF2	27.649104	0.7129583
16	+	ENSG00000132612.15	VPS4A	22.41003	0.70371046
16	-	ENSG00000132613.14	MTSS1L	0.546811	1
20	+	ENSG00000132622.10	HSPA12B	0.084618904	1
20	+	ENSG00000132623.15	ANKEF1	0.4360757	0.85751248
20	+	ENSG00000132631.5	SCP2D1	0	1
20	-	ENSG00000132635.16	PCED1A	3.372662	0.05181498
20	+	ENSG00000132639.12	SNAP25	0	0.99825958
20	+	ENSG00000132640.14	BTBD3	0.20461678	1
20	-	ENSG00000132646.10	PCNA	97.42193	0.72938936
20	+	ENSG00000132661.3	NXT1	13.492036	0.93875624
20	+	ENSG00000132664.11	POLR3F	2.2033308e-06	0.32768694
20	+	ENSG00000132669.12	RIN2	0.1662882	1
20	+	ENSG00000132670.20	PTPRA	47.630432	0.55560138
20	+	ENSG00000132671.5	SSTR4	0	1
1	+	ENSG00000132676.15	DAP3	71.670154	0.8008354
1	+	ENSG00000132677.12	RHBG	0	1
1	-	ENSG00000132680.10	KIAA0907	16.343826	0.18683412
1	+	ENSG00000132681.16	ATP1A4	0	0.92355366
1	-	ENSG00000132688.10	NES	0.13167254	1
1	+	ENSG00000132692.18	BCAN	0.063773178	0.86265142
1	-	ENSG00000132693.12	CRP	0	1
1	-	ENSG00000132694.18	ARHGEF11	1.094128	0.3783664
1	+	ENSG00000132698.14	RAB25	0	1
1	+	ENSG00000132702.12	HAPLN2	0	1
1	+	ENSG00000132703.3	APCS	0	1
1	-	ENSG00000132704.15	FCRL2	0.008409588	0.78010032
1	-	ENSG00000132716.18	DCAF8	81.287924	0.79079138
1	+	ENSG00000132718.8	SYT11	20.14956	0.61460804
11	+	ENSG00000132740.8	IGHMBP2	7.701739	0.46121248
11	-	ENSG00000132744.7	ACY3	0.28800268	0.22430614
11	-	ENSG00000132746.14	ALDH3B2	0.042459016	1
11	-	ENSG00000132749.10	TESMIN	0.1706385	0.9797415
1	+	ENSG00000132763.14	MMACHC	9.1187932	0.86961764
1	+	ENSG00000132768.13	DPH2	13.299106	0.48622144
1	+	ENSG00000132773.11	TOE1	1.8075518	0.29992152
1	+	ENSG00000132780.16	NASP	66.220946	0.78316858
1	-	ENSG00000132781.17	MUTYH	3.9090878	0.35605072
20	+	ENSG00000132792.18	CTNNBL1	47.956026	0.92348544
20	+	ENSG00000132793.11	LPIN3	0.81761034	0.2070797
20	+	ENSG00000132801.6	ZSWIM3	5.5683716	0.910968
20	+	ENSG00000132819.16	RBM38	55.318292	0.8757591
20	+	ENSG00000132821.11	VSTM2L	0.055484798	1
20	-	ENSG00000132823.10	OSER1	30.86457	0.5978121
20	-	ENSG00000132824.13	SERINC3	69.496372	0.67113856
20	-	ENSG00000132825.6	PPP1R3D	9.993005	1
5	-	ENSG00000132837.14	DMGDH	0	1
5	+	ENSG00000132840.9	BHMT2	0.098899606	1
5	-	ENSG00000132842.13	AP3B1	38.55741	0.80054972
5	-	ENSG00000132846.5	ZBED3	3.8348266	0.93943566
1	+	ENSG00000132849.19	PATJ	3.3608428	0.27178118
1	-	ENSG00000132854.18	KANK4	0	1
1	+	ENSG00000132855.4	ANGPTL3	0	1
18	-	ENSG00000132872.11	SYT4	0	1
18	+	ENSG00000132874.14	SLC14A2	0.54233624	1
1	+	ENSG00000132879.13	FBXO44	12.337782	0.55212462
1	-	ENSG00000132881.11	RSG1	1.7793646	0.68327172
1	-	ENSG00000132906.17	CASP9	6.3950414	0.7563277
5	-	ENSG00000132911.4	NMUR2	0	1
5	-	ENSG00000132912.12	DCTN4	40.682128	0.87095438
5	-	ENSG00000132915.10	PDE6A	0.4630318	1
13	+	ENSG00000132932.16	ATP8A2	0	1
13	+	ENSG00000132938.19	MTUS2	0	1
13	-	ENSG00000132950.18	ZMYM5	10.682862	0.72876692
13	+	ENSG00000132952.11	USPL1	5.6841354	0.1330415
13	-	ENSG00000132953.16	XPO4	14.810176	0.21905662
13	-	ENSG00000132958.17	TPTE2	0.19592376	0.53948264
13	+	ENSG00000132963.7	POMP	101.855496	0.9345998
13	+	ENSG00000132964.11	CDK8	6.8065444	0.39862196
13	+	ENSG00000132965.9	ALOX5AP	2.3218404	0.99305038
13	+	ENSG00000132970.12	WASF3	0.13028158	1
13	+	ENSG00000132972.18	RNF17	0	0.97984038
13	-	ENSG00000132975.7	GPR12	0	1
1	+	ENSG00000133019.11	CHRM3	0	1
17	-	ENSG00000133020.4	MYH8	0	1
17	-	ENSG00000133026.12	MYH10	1.2694606	0.060001502
17	-	ENSG00000133027.17	PEMT	3.6443694	0.80297282
17	-	ENSG00000133028.10	SCO1	39.73049	0.82958234
17	+	ENSG00000133030.19	MPRIP	67.627916	0.43381004
1	-	ENSG00000133048.12	CHI3L1	0.35874404	0.35884192
1	-	ENSG00000133055.8	MYBPH	0.014310648	0.59669348
1	-	ENSG00000133056.13	PIK3C2B	20.336378	0.29081
1	-	ENSG00000133059.16	DSTYK	1.6015162	0.90504992
1	-	ENSG00000133063.15	CHIT1	0	0.91619936
1	-	ENSG00000133065.10	SLC41A1	0.38903958	0.4443458
1	+	ENSG00000133067.17	LGR6	0	1
1	+	ENSG00000133069.15	TMCC2	0	0.99325406
13	-	ENSG00000133083.14	DCLK1	0	1
13	+	ENSG00000133101.9	CCNA1	0.04308172	0.88465468
13	+	ENSG00000133103.16	COG6	17.548162	0.71319904
13	-	ENSG00000133104.12	SPG20	1.04813398	0.75829788
13	+	ENSG00000133105.7	RXFP2	0	1
13	-	ENSG00000133106.14	EPSTI1	31.409404	0.75829472
13	-	ENSG00000133107.14	TRPC4	0	1
13	-	ENSG00000133110.14	POSTN	0.11092076	1
13	+	ENSG00000133111.3	RFXAP	7.3298394	0.86263464
13	+	ENSG00000133114.17	GPALPP1	16.31142	0.80752066
13	-	ENSG00000133115.11	STOML3	0	1
13	+	ENSG00000133116.7	KL	0	0
13	+	ENSG00000133119.12	RFC3	27.135296	0.66392806
13	-	ENSG00000133121.20	STARD13	4.0936856	0.5755735
X	-	ENSG00000133124.11	IRS4	0	1
X	-	ENSG00000133131.14	MORC4	5.7262266	1
X	-	ENSG00000133134.11	BEX2	0.60724692	0.7860236
X	+	ENSG00000133135.13	RNF128	0	1
X	+	ENSG00000133138.19	TBC1D8B	6.3379032	0.70247576
X	+	ENSG00000133142.17	TCEAL4	26.477928	1
X	-	ENSG00000133169.5	BEX1	0	1
17	-	ENSG00000133193.12	FAM104A	50.766728	0.97495176
17	-	ENSG00000133195.11	SLC39A11	9.850266	0.78408824
1	+	ENSG00000133216.16	EPHB2	0.14270282	0.9870188
1	+	ENSG00000133226.16	SRRM1	81.594884	0.49775316
19	-	ENSG00000133243.8	BTBD2	36.632886	0.70949676
19	-	ENSG00000133246.11	PRAM1	0.06275257	1
19	+	ENSG00000133247.13	KMT5C	2.253104	0.80628684
19	-	ENSG00000133250.13	ZNF414	4.5735298	0.6630526
4	+	ENSG00000133256.12	PDE6B	1.758448	0.19817638
19	-	ENSG00000133265.10	HSPBP1	10.0511118	0.69063466
19	+	ENSG00000133275.15	CSNK1G2	38.603232	0.75301144
5	+	ENSG00000133302.12	SLF1	4.7873446	0.44159538
18	+	ENSG00000133313.14	CNDP2	108.04398	0.85283184
11	-	ENSG00000133315.10	MACROD1	0.66366288	0.21811578
11	-	ENSG00000133316.15	WDR74	12.866154	0.66960684
11	+	ENSG00000133317.14	LGALS12	0	1
11	+	ENSG00000133318.13	RTN3	61.511712	0.91131462
11	+	ENSG00000133321.10	RARRES3	4.259274	1
11	-	ENSG00000133328.3	HRASLS2	0.23739342	0.9250022
16	-	ENSG00000133392.17	MYH11	0	0
16	-	ENSG00000133393.12	FOPNL	38.940588	0.84816514
5	-	ENSG00000133398.3	MED10	20.883488	0.6553531
5	+	ENSG00000133401.15	PDZD2	0.09084636	0.7694622
22	-	ENSG00000133422.12	MORC2	15.801604	0.42414354
22	-	ENSG00000133424.20	LARGE1	1.7182296	0.87342366
22	-	ENSG00000133433.10	GSTT2B	1.8489834e-09	0.75409866
22	+	ENSG00000133454.15	MYO18B	0.0240727594	0.77158152
22	+	ENSG00000133460.19	SLC2A11	1.29967286	0.152640026
22	-	ENSG00000133466.13	C1QTNF6	0	0
22	-	ENSG00000133475.16	GGT2	0	0.97130362
22	+	ENSG00000133477.16	FAM83F	0.5119391	1
22	-	ENSG00000133488.14	SEC14L4	0.073872558	1
7	-	ENSG00000133561.15	GIMAP6	2.8832738	0.97216802
7	+	ENSG00000133574.9	GIMAP4	0.137920936	1
7	+	ENSG00000133597.9	ADCK2	16.59029	0.75310638
7	-	ENSG00000133606.10	MKRN1	79.672416	0.91072464
7	+	ENSG00000133612.18	AGAP3	19.513078	0.68967318
7	+	ENSG00000133619.17	KRBA1	5.333257	0.2823438
7	+	ENSG00000133627.17	ACTR3B	2.6661634	0.24989656
12	+	ENSG00000133636.10	NTS	0	0.9990208
12	-	ENSG00000133639.4	BTG1	240.33754	0.97362502
