chr	strand	gene_id	gene_symbol	omega_p2	rate_p2
4	-	ENSG00000081041.8	CXCL2	0.7862206	1
4	+	ENSG00000081051.7	AFP	0	1
2	-	ENSG00000081052.11	COL4A4	2.6216108	0.25855176
5	+	ENSG00000081059.19	TCF7	0.38443396	0.9713112
6	-	ENSG00000081087.14	OSTM1	16.800712	0.92357848
18	+	ENSG00000081138.13	CDH7	0.02855122	1
3	-	ENSG00000081148.11	IMPG2	0.18487624	1
3	+	ENSG00000081154.11	PCNP	23.275992	0.45440892
14	+	ENSG00000081177.18	EXD2	16.086112	0.84442236
14	+	ENSG00000081181.7	ARG2	0.09443912	0.045467248
5	-	ENSG00000081189.14	MEF2C	1.792656	0.97977248
1	+	ENSG00000081237.18	PTPRC	0.035673192	1
1	-	ENSG00000081248.10	CACNA1S	0	1
1	+	ENSG00000081277.12	PKP1	0.3916312	0.99630956
3	+	ENSG00000081307.12	UBA5	14.382416	0.5616582
2	-	ENSG00000081320.10	STK17B	16.31234	0.89716104
9	-	ENSG00000081377.16	CDC14B	1.7031436	0.72192572
9	-	ENSG00000081386.12	ZNF510	6.3717148	0.84833132
2	-	ENSG00000081479.12	LRP2	0.04795862	1
19	-	ENSG00000081665.13	ZNF506	0.41761964	0.7564744
1	-	ENSG00000081692.12	JMJD4	8.84647	0.59783956
1	+	ENSG00000081721.11	DUSP12	2.5172028	0.244398
12	+	ENSG00000081760.16	AACS	7.8390556	0.8544884
5	+	ENSG00000081791.8	KIAA0141	27.27194	0.66663424
7	-	ENSG00000081800.8	SLC13A1	0	1
7	-	ENSG00000081803.15	CADPS2	3.764802	0.85913916
5	+	ENSG00000081818.3	PCDHB4	0.001434636	1
5	+	ENSG00000081842.17	PCDHA6	0.000854944000000001	1
5	+	ENSG00000081853.14	PCDHGA2	1.4367028	0.92309596
1	-	ENSG00000081870.11	HSPB11	7.0473628	0.71245804
18	+	ENSG00000081913.13	PHLPP1	7.4752868	0.9045386
18	-	ENSG00000081923.11	ATP8B1	11.219652	0.43903352
1	+	ENSG00000081985.10	IL12RB2	0	1
7	-	ENSG00000082014.16	SMARCD3	4.5569364	0.5212924
5	+	ENSG00000082068.8	WDR70	10.928208	0.61694572
5	-	ENSG00000082074.15	FYB	0.026609292	0.99430432
2	-	ENSG00000082126.17	MPP4	0.52680576	0.3511258
2	+	ENSG00000082146.12	STRADB	22.539524	0.80743976
2	+	ENSG00000082153.17	BZW1	183.53252	0.88790924
11	-	ENSG00000082175.14	PGR	0.06728966	1
5	-	ENSG00000082196.20	C1QTNF3	0	0.95520188
18	+	ENSG00000082212.11	ME2	17.146248	0.78584248
5	+	ENSG00000082213.17	C5orf22	1.1250748	0.1763866
2	+	ENSG00000082258.12	CCNT2	10.972456	0.3575342
6	+	ENSG00000082269.16	FAM135A	2.46565	0.75652172
6	+	ENSG00000082293.12	COL19A1	0	1
18	-	ENSG00000082397.17	EPB41L3	8.1147244	0.92822876
2	-	ENSG00000082438.15	COBLL1	4.242718	0.95572572
X	+	ENSG00000082458.11	DLG3	3.6475332	0.75181312
1	+	ENSG00000082482.13	KCNK2	46.369416	0.92437072
1	+	ENSG00000082497.11	SERTAD4	0.13041208	0.9090668
1	+	ENSG00000082512.14	TRAF5	5.4115612	0.7344968
5	+	ENSG00000082515.17	MRPL22	8.760642	0.97387592
5	-	ENSG00000082516.8	GEMIN5	17.798484	0.65325116
8	-	ENSG00000082556.10	OPRK1	0	1
17	+	ENSG00000082641.15	NFE2L1	208.52804	0.91454264
3	-	ENSG00000082684.14	SEMA5B	0	1
3	-	ENSG00000082701.14	GSK3B	51.903772	0.96645084
3	-	ENSG00000082781.11	ITGB5	126.1082	0.9055582
12	+	ENSG00000082805.19	ERC1	42.810708	0.96356612
2	-	ENSG00000082898.16	XPO1	40.472976	0.55452524
3	+	ENSG00000082996.19	RNF13	23.753856	0.94836044
9	-	ENSG00000083067.22	TRPM3	0.19802168	0.8122086
16	-	ENSG00000083093.9	PALB2	9.1683516	0.72944928
6	+	ENSG00000083097.14	DOPEY1	0.47114948	0.1559332
6	-	ENSG00000083099.10	LYRM2	11.685092	0.6891996
6	+	ENSG00000083123.14	BCKDHB	9.0485968	0.98060224
8	-	ENSG00000083168.9	KAT6A	27.248472	0.82783864
9	-	ENSG00000083223.17	ZCCHC6	16.58806	0.2551448
17	-	ENSG00000083290.19	ULK2	9.6151848	0.70064024
8	+	ENSG00000083307.10	GRHL2	0	1
5	+	ENSG00000083312.17	TNPO1	142.24168	0.6523638
1	+	ENSG00000083444.16	PLOD1	152.72152	0.89203436
17	-	ENSG00000083454.21	P2RX5	0.00023735861792	0.65011664
17	-	ENSG00000083457.11	ITGAE	0	0.31230416
13	-	ENSG00000083520.14	DIS3	27.201716	0.5378616
13	+	ENSG00000083535.15	PIBF1	11.626672	0.79031692
13	+	ENSG00000083544.13	TDRD3	5.6972944	0.4472158
13	-	ENSG00000083635.7	NUFIP1	6.55103	0.8830378
13	+	ENSG00000083642.18	PDS5B	9.4367256	0.61754308
5	-	ENSG00000083720.12	OXCT1	27.899884	0.89636028
X	+	ENSG00000083750.12	RRAGB	4.796828	0.59476492
12	-	ENSG00000083782.7	EPYC	0	1
16	+	ENSG00000083799.17	CYLD	20.644304	0.68694544
19	-	ENSG00000083807.9	SLC27A5	1.2029028	0.788135
19	+	ENSG00000083812.11	ZNF324	4.9215248	0.54234328
19	-	ENSG00000083814.13	ZNF671	2.017164	0.76005664
19	-	ENSG00000083817.8	ZNF416	2.825056	0.84158604
19	+	ENSG00000083828.15	ZNF586	2.8855868	0.93606312
19	+	ENSG00000083838.15	ZNF446	2.3643108	0.3926268
19	+	ENSG00000083844.10	ZNF264	12.565536	0.71563052
19	+	ENSG00000083845.8	RPS5	310.04556	0.98619452
4	-	ENSG00000083857.13	FAT1	46.282416	0.77854524
4	-	ENSG00000083896.12	YTHDC1	28.218828	0.42096664
3	+	ENSG00000083937.8	CHMP2B	27.237044	0.87512932
1	+	ENSG00000084070.11	SMAP2	15.787204	0.825354
1	+	ENSG00000084072.16	PPIE	13.629828	0.52307004
1	+	ENSG00000084073.8	ZMPSTE24	46.933184	0.83045608
2	-	ENSG00000084090.13	STARD7	71.557296	0.91258972
4	-	ENSG00000084092.6	NOA1	21.103172	0.84687016
4	+	ENSG00000084093.15	REST	35.967588	0.99226512
12	-	ENSG00000084110.10	HAL	0	1
12	-	ENSG00000084112.14	SSH1	58.17376	0.61125008
11	+	ENSG00000084207.15	GSTP1	112.62876	0.963143
11	+	ENSG00000084234.16	APLP2	329.15284	0.92678296
12	+	ENSG00000084444.13	FAM234B	7.6379692	0.74788356
12	-	ENSG00000084453.16	SLCO1A2	0	1
12	-	ENSG00000084463.7	WBP11	43.86278	0.85504064
1	+	ENSG00000084623.11	EIF3I	124.29768	0.8662476
1	-	ENSG00000084628.9	NKAIN1	0	1
1	-	ENSG00000084636.17	COL16A1	28.293868	0.21898204
1	+	ENSG00000084652.15	TXLNA	87.47598	0.7318544
2	-	ENSG00000084674.14	APOB	0.218844	0.7040138
2	+	ENSG00000084676.15	NCOA1	16.951144	0.74214252
2	+	ENSG00000084693.15	AGBL5	10.81928	0.6318182
2	+	ENSG00000084710.13	EFR3B	0.21940708	1
2	-	ENSG00000084731.14	KIF3C	9.3252692	0.57092872
2	+	ENSG00000084733.10	RAB10	100.24208	0.93908024
2	+	ENSG00000084734.8	GCKR	0.06890806	1
2	-	ENSG00000084754.10	HADHA	116.85284	0.86623332
2	+	ENSG00000084764.10	MAPRE3	5.5596352	0.69054472
2	+	ENSG00000084774.13	CAD	14.8268	0.20187308
11	-	ENSG00000085063.14	CD59	361.77316	0.99307056
11	+	ENSG00000085117.11	CD82	11.514204	0.879125
X	+	ENSG00000085185.15	BCORL1	9.1030224	0.78065224
X	-	ENSG00000085224.21	ATRX	52.602948	0.79146076
5	-	ENSG00000085231.13	AK6	13.438672	0.97339692
9	-	ENSG00000085265.10	FCN1	0.25343488	1
3	+	ENSG00000085274.15	MYNN	6.5408396	0.35814416
3	-	ENSG00000085276.17	MECOM	0.3114334	0.87832124
5	+	ENSG00000085365.17	SCAMP1	21.97064	0.9773996
6	-	ENSG00000085377.13	PREP	39.509412	0.86830876
6	-	ENSG00000085382.11	HACE1	2.2489608	0.63826332
18	+	ENSG00000085415.15	SEH1L	22.800204	0.84153392
1	-	ENSG00000085433.15	WDR47	0.96700824	0.054801304
2	-	ENSG00000085449.14	WDFY1	62.251912	0.91726012
1	-	ENSG00000085465.12	OVGP1	0.4010562	0.47345324
1	-	ENSG00000085491.15	SLC25A24	16.368504	0.73286016
6	+	ENSG00000085511.19	MAP3K4	5.1732848	0.52295832
7	+	ENSG00000085514.15	PILRA	0.095064712	0.83413004
1	-	ENSG00000085552.16	IGSF9	0	1
7	-	ENSG00000085563.14	ABCB1	0	1
16	+	ENSG00000085644.13	ZNF213	6.5685692	0.65503456
7	-	ENSG00000085662.13	AKR1B1	57.270328	0.90115248
8	+	ENSG00000085719.12	CPNE3	48.586484	0.9125904
16	-	ENSG00000085721.12	RRN3	23.110656	0.60062568
11	+	ENSG00000085733.15	CTTN	233.2852	0.73883236
11	-	ENSG00000085741.12	WNT11	0	1
2	-	ENSG00000085760.14	MTIF2	15.950852	0.64815292
8	+	ENSG00000085788.13	DDHD2	21.475168	0.65940812
1	-	ENSG00000085831.15	TTC39A	0.16649424	1
1	-	ENSG00000085832.16	EPS15	38.553912	0.74740348
1	-	ENSG00000085840.12	ORC1	0.65563752	0.70938044
4	+	ENSG00000085871.8	MGST2	0.90584132	0.35752092
19	-	ENSG00000085872.14	CHERP	3.9882988	0.10810888
2	+	ENSG00000085978.21	ATG16L1	7.390108	0.54475776
2	-	ENSG00000085982.13	USP40	0.65233928	0.010992208
1	-	ENSG00000085998.13	POMGNT1	18.916192	0.33156648
1	+	ENSG00000085999.11	RAD54L	0.5405104	0.1665008
1	+	ENSG00000086015.20	MAST2	1.3985104	0.018852716
9	+	ENSG00000086061.15	DNAJA1	66.624396	0.87956456
9	-	ENSG00000086062.12	B4GALT1	138.009	0.83378784
9	+	ENSG00000086065.13	CHMP5	50.939784	0.79312488
9	+	ENSG00000086102.18	NFX1	20.072684	0.36642932
12	+	ENSG00000086159.12	AQP6	0	1
5	-	ENSG00000086189.9	DIMT1	17.72446	0.64167068
5	+	ENSG00000086200.16	IPO11	19.1705	0.76926912
11	-	ENSG00000086205.16	FOLH1	0	1
7	-	ENSG00000086232.12	EIF2AK1	72.748736	0.72508204
7	+	ENSG00000086288.11	NME8	0	1
7	+	ENSG00000086289.11	EPDR1	5.9045188	0.94009488
7	+	ENSG00000086300.15	SNX10	0.061989672	1
10	-	ENSG00000086475.14	SEPHS1	25.69402	0.88761784
16	-	ENSG00000086504.15	MRPL28	23.864	0.85406736
16	+	ENSG00000086506.2	HBQ1	0	1
19	+	ENSG00000086544.2	ITPKC	15.563268	0.75603412
19	+	ENSG00000086548.8	CEACAM6	0.030543528	1
5	-	ENSG00000086570.12	FAT2	0.26217664	1
5	-	ENSG00000086589.11	RBM22	17.096472	0.65272464
12	+	ENSG00000086598.10	TMED2	162.38896	0.98814744
1	-	ENSG00000086619.13	ERO1B	4.2062936	0.6394062
15	+	ENSG00000086666.18	ZFAND6	37.0216	0.83206924
16	+	ENSG00000086696.10	HSD17B2	0.4399638	1
X	+	ENSG00000086712.12	TXLNG	6.1309528	0.51696756
X	+	ENSG00000086717.18	PPEF1	0	1
7	+	ENSG00000086730.16	LAT2	0.39854944	1
X	-	ENSG00000086758.15	HUWE1	89.002232	0.31697544
11	-	ENSG00000086827.8	ZW10	8.8993336	0.5537126
11	-	ENSG00000086848.14	ALG9	16.430656	0.67582568
19	+	ENSG00000086967.9	MYBPC2	0	1
11	-	ENSG00000086991.12	NOX4	0.483442	0.62851648
4	-	ENSG00000087008.15	ACOX3	8.3866044	0.52515048
11	-	ENSG00000087053.18	MTMR2	16.985804	0.5649736
19	+	ENSG00000087074.7	PPP1R15A	56.433796	0.87206936
19	-	ENSG00000087076.8	HSD17B14	0.39190112	0.74173748
7	+	ENSG00000087077.12	TRIP6	55.62354	0.78167096
7	-	ENSG00000087085.13	ACHE	0.001060276	1
7	+	ENSG00000087087.18	SRRT	15.35196	0.20684812
19	+	ENSG00000087088.19	BAX	45.697748	0.9098026
17	+	ENSG00000087095.12	NLK	9.3472896	0.88454548
17	-	ENSG00000087111.20	PIGS	5.6105908	0.95752212
5	-	ENSG00000087116.14	ADAMTS2	88.695612	0.5796614
4	+	ENSG00000087128.9	TMPRSS11E	0	1
17	-	ENSG00000087152.15	ATXN7L3	45.497672	0.74312444
17	+	ENSG00000087157.18	PGS1	5.763006	0.6545246
17	+	ENSG00000087191.12	PSMC5	47.869952	0.83293084
5	-	ENSG00000087206.16	UIMC1	14.712472	0.87829664
16	+	ENSG00000087237.10	CETP	0.028320044	1
16	+	ENSG00000087250.8	MT3	0	1
16	+	ENSG00000087253.12	LPCAT2	6.0706256	0.3777716
16	+	ENSG00000087258.13	GNAO1	0	1
16	+	ENSG00000087263.16	OGFOD1	12.944544	0.76276972
4	+	ENSG00000087266.15	SH3BP2	16.760584	0.69195064
4	-	ENSG00000087269.15	NOP14	14.833132	0.33673588
4	+	ENSG00000087274.16	ADD1	137.85588	0.94337776
14	-	ENSG00000087299.11	L2HGDH	5.2739828	0.96107532
14	-	ENSG00000087301.8	TXNDC16	3.8548764	0.88982824
14	+	ENSG00000087302.8	C14orf166	64.845528	0.81167024
14	-	ENSG00000087303.17	NID2	25.498824	0.50816552
2	+	ENSG00000087338.4	GMCL1	12.012664	0.7627048
11	+	ENSG00000087365.15	SF3B2	111.84852	0.73050892
12	+	ENSG00000087448.9	KLHL42	20.914232	0.63235748
20	+	ENSG00000087460.23	GNAS	253.44412	0.90633296
12	+	ENSG00000087470.17	DNM1L	47.034752	0.72162088
12	-	ENSG00000087494.15	PTHLH	0.048566076	1
20	+	ENSG00000087495.16	PHACTR3	0	1
12	-	ENSG00000087502.17	ERGIC2	34.95648	0.94783964
20	+	ENSG00000087510.6	TFAP2C	1.3884072	0.38458896
20	-	ENSG00000087586.17	AURKA	2.0212412	0.90910092
20	+	ENSG00000087589.16	CASS4	0.30241384	0.98401148
X	-	ENSG00000087842.10	PIR	2.0066576	0.96971068
11	+	ENSG00000087884.14	AAMDC	3.580364	0.95204384
19	-	ENSG00000087903.12	RFX2	4.779006	0.73403892
17	+	ENSG00000087995.15	METTL2A	4.6784456	0.8301766
19	+	ENSG00000088002.11	SULT2B1	0.03656404	1
1	+	ENSG00000088035.15	ALG6	6.000668	0.79365068
19	+	ENSG00000088038.17	CNOT3	19.818068	0.51737164
19	-	ENSG00000088053.11	GP6	0.0245675	1
2	+	ENSG00000088179.8	PTPN4	4.700578	0.83807848
2	+	ENSG00000088205.12	DDX18	35.2371	0.65130768
19	-	ENSG00000088247.16	KHSRP	92.429804	0.69737552
19	+	ENSG00000088256.8	GNA11	81.07776	0.93126188
1	-	ENSG00000088280.18	ASAP3	6.20481	0.37739196
20	-	ENSG00000088298.12	EDEM2	16.703708	0.68616204
20	+	ENSG00000088305.18	DNMT3B	1.9227116	0.67012448
20	+	ENSG00000088320.3	REM1	0	1
20	+	ENSG00000088325.15	TPX2	6.4504956	0.5942996
20	-	ENSG00000088356.5	PDRG1	7.3636368	0.77588772
20	+	ENSG00000088367.21	EPB41L1	7.6115416	0.62780308
13	-	ENSG00000088386.16	SLC15A1	0.05263368	1
13	-	ENSG00000088387.18	DOCK9	7.2802608	0.46059832
13	-	ENSG00000088448.14	ANKRD10	3.0840688	0.082866996
13	-	ENSG00000088451.10	TGDS	5.2662488	0.49485004
3	+	ENSG00000088538.12	DOCK3	0	0
3	-	ENSG00000088543.14	C3orf18	3.2359856	0.79560244
16	+	ENSG00000088682.13	COQ9	11.628296	0.61619292
3	-	ENSG00000088726.15	TMEM40	0.000867672000000001	1
3	-	ENSG00000088727.12	KIF9	1.3680064	0.50762036
18	+	ENSG00000088756.12	ARHGAP28	0.65455256	0.90479096
20	+	ENSG00000088766.11	CRLS1	19.515392	0.78292456
20	+	ENSG00000088782.4	DEFB127	0	1
14	-	ENSG00000088808.16	PPP1R13B	1.751222	0.62117424
20	+	ENSG00000088812.17	ATRN	68.49506	0.86662656
20	+	ENSG00000088826.17	SMOX	6.7683308	0.62905276
20	-	ENSG00000088827.12	SIGLEC1	0.0267108	1
20	-	ENSG00000088832.15	FKBP1A	169.41184	0.99703264
20	-	ENSG00000088833.17	NSFL1C	17.284224	0.70816556
20	-	ENSG00000088836.12	SLC4A11	1.615186	0.48256164
20	-	ENSG00000088854.12	C20orf194	16.359968	0.36751688
20	-	ENSG00000088876.11	ZNF343	5.0599848	0.3975416
20	+	ENSG00000088881.20	EBF4	0	0.91960888
20	-	ENSG00000088882.7	CPXM1	0.05338274	0.51964048
20	+	ENSG00000088888.17	MAVS	83.08304	0.80620256
20	-	ENSG00000088899.14	RP5-1187M17.10	3.2768596	0.8007038
4	+	ENSG00000088926.13	F11	0	1
20	+	ENSG00000088930.7	XRN2	51.144708	0.48601792
20	+	ENSG00000088970.15	KIZ	9.749386	0.7348842
12	+	ENSG00000088986.10	DYNLL1	121.32668	0.99500904
12	-	ENSG00000088992.17	TESC	0	1
20	-	ENSG00000089006.16	SNX5	29.263348	0.84829064
20	-	ENSG00000089012.14	SIRPG	0	1
12	+	ENSG00000089022.13	MAPKAPK5	20.611108	0.75854448
12	+	ENSG00000089041.16	P2RX7	0.7805394	0.88568392
20	-	ENSG00000089048.14	ESF1	0.68551476	0.0231989
20	-	ENSG00000089050.15	RBBP9	11.431564	0.76289456
12	-	ENSG00000089053.12	ANAPC5	54.006032	0.83465844
20	-	ENSG00000089057.14	SLC23A2	8.92188000000001e-12	3.224828e-13
12	-	ENSG00000089060.11	SLC8B1	6.0564076	0.69100564
20	-	ENSG00000089063.14	TMEM230	81.617708	0.90098832
20	-	ENSG00000089091.16	DZANK1	0.08881622	0.67686732
12	-	ENSG00000089094.17	KDM2B	19.244176	0.78230608
20	+	ENSG00000089101.17	CFAP61	0	1
12	-	ENSG00000089116.3	LHX5	0	1
20	-	ENSG00000089123.15	TASP1	4.6044168	0.93431764
12	+	ENSG00000089127.12	OAS1	0.20000068	0.96335568
12	-	ENSG00000089154.10	GCN1	42.268464	0.31031428
12	-	ENSG00000089159.16	PXN	100.63128	0.7390236
12	+	ENSG00000089163.4	SIRT4	0.002770552	0.0298876
12	+	ENSG00000089169.14	RPH3A	0.03302124	1
20	-	ENSG00000089177.18	KIF16B	7.567512	0.87637736
20	-	ENSG00000089195.14	TRMT6	7.9599892	0.71826036
20	+	ENSG00000089199.9	CHGB	0.24078356	0.9925456
12	+	ENSG00000089220.4	PEBP1	136.0242	0.96602248
12	-	ENSG00000089225.19	TBX5	0.60943516	0.9593478
12	-	ENSG00000089234.15	BRAP	18.27912	0.83568552
12	+	ENSG00000089248.6	ERP29	75.358816	0.98817584
12	-	ENSG00000089250.18	NOS1	0.29695308	1
16	+	ENSG00000089280.18	FUS	33.4409	0.73385532
X	+	ENSG00000089289.15	IGBP1	33.934068	0.91579524
19	+	ENSG00000089327.14	FXYD5	83.009808	0.9382112
19	+	ENSG00000089335.20	ZNF302	14.529428	0.65731968
19	+	ENSG00000089351.14	GRAMD1A	13.8514	0.47817472
19	+	ENSG00000089356.17	FXYD3	0.11938344	0.90343092
X	+	ENSG00000089472.16	HEPH	12.251104	0.85001964
16	-	ENSG00000089486.16	CDIP1	10.76906	0.66428184
16	+	ENSG00000089505.17	CMTM1	0.30664696	1
17	-	ENSG00000089558.8	KCNH4	0	1
11	-	ENSG00000089597.16	GANAB	43.548792	0.5777438
19	-	ENSG00000089639.10	GMIP	3.2302808	0.28935096
X	-	ENSG00000089682.16	RBM41	3.8152452	0.84092104
17	+	ENSG00000089685.14	BIRC5	0.32532044	0.94170416
12	+	ENSG00000089692.8	LAG3	0	1
12	-	ENSG00000089693.10	MLF2	110.82532	1
14	+	ENSG00000089723.9	OTUB2	1.5325156	0.94562932
14	-	ENSG00000089737.15	DDX24	70.877228	0.95956412
14	-	ENSG00000089775.11	ZBTB25	11.361772	0.6611016
12	+	ENSG00000089818.16	NECAP1	18.150248	0.90182292
X	-	ENSG00000089820.15	ARHGAP4	0.093463824	1
19	+	ENSG00000089847.12	ANKRD24	0.31666264	0.814044
10	-	ENSG00000089876.11	DHX32	12.357136	0.37324532
14	+	ENSG00000089902.9	RCOR1	20.854748	0.5872356
14	+	ENSG00000089916.17	GPATCH2L	10.092336	0.20774076
19	+	ENSG00000090006.17	LTBP4	7.5401796	0.49120932
19	-	ENSG00000090013.9	BLVRB	13.929184	0.93265964
1	-	ENSG00000090020.10	SLC9A1	14.325992	0.70066496
9	-	ENSG00000090054.13	SPTLC1	50.420884	0.81244564
14	+	ENSG00000090060.17	PAPOLA	97.285616	0.72477872
14	+	ENSG00000090061.17	CCNK	35.480072	0.89771136
3	-	ENSG00000090097.20	PCBP4	13.837132	0.53869196
1	+	ENSG00000090104.11	RGS1	0	1
16	-	ENSG00000090238.11	YPEL3	7.295494	0.63100688
7	-	ENSG00000090263.15	MRPS33	17.661964	1
7	+	ENSG00000090266.12	NDUFB2	30.898016	0.99365876
1	+	ENSG00000090273.13	NUDC	52.162764	0.80372848
4	+	ENSG00000090316.15	MAEA	43.881816	0.87234112
19	+	ENSG00000090339.8	ICAM1	7.7665784	0.67706068
19	-	ENSG00000090372.14	STRN4	39.554556	0.85842792
12	+	ENSG00000090376.9	IRAK3	21.733176	0.33081196
12	+	ENSG00000090382.6	LYZ	0.085601048	0.986091
3	-	ENSG00000090402.7	SI	0	1
1	-	ENSG00000090432.6	MUL1	26.6409	0.91888112
16	-	ENSG00000090447.11	TFAP4	4.6165216	0.77920712
15	-	ENSG00000090470.14	PDCD7	19.503568	0.90485188
15	-	ENSG00000090487.10	SPG21	68.31734	0.97102332
3	+	ENSG00000090512.11	FETUB	0	1
3	+	ENSG00000090520.11	DNAJB11	27.807876	0.8963224
3	-	ENSG00000090530.9	P3H2	2.1692048	0.88862684
3	-	ENSG00000090534.17	THPO	0	1
3	+	ENSG00000090539.15	CHRD	2.360218e-06	0.73106116
19	+	ENSG00000090554.12	FLT3LG	3.5689224	0.77795476
16	+	ENSG00000090565.15	RAB11FIP3	33.24618	0.68055076
16	+	ENSG00000090581.9	GNPTG	13.04486	0.59931928
12	+	ENSG00000090612.20	ZNF268	14.465852	0.90039624
12	-	ENSG00000090615.13	GOLGA3	0	0
1	-	ENSG00000090621.13	PABPC4	69.894468	0.69050612
19	-	ENSG00000090659.17	CD209	0.001095932	1
19	+	ENSG00000090661.11	CERS4	0.12316068	0.80064088
19	+	ENSG00000090674.15	MCOLN1	6.2859104	0.5498012
1	-	ENSG00000090686.15	USP48	47.77672	0.7678734
X	+	ENSG00000090776.5	EFNB1	17.982572	0.88274192
16	+	ENSG00000090857.13	PDPR	27.653664	0.28583636
16	-	ENSG00000090861.15	AARS	79.5562	0.7191192
16	-	ENSG00000090863.11	GLG1	197.25868	0.94748896
X	+	ENSG00000090889.11	KIF4A	1.500138	0.7315802
16	+	ENSG00000090905.18	TNRC6A	23.81684	0.35846272
19	+	ENSG00000090924.14	PLEKHG2	11.948284	0.20636528
19	+	ENSG00000090932.10	DLL3	0.11599488	0.933628
19	+	ENSG00000090971.4	NAT14	13.252636	0.960524
12	-	ENSG00000090975.12	PITPNM2	4.8206756	0.16987284
4	+	ENSG00000090989.17	EXOC1	25.305436	0.48602604
5	+	ENSG00000091009.7	RBM27	21.603812	0.73314092
5	+	ENSG00000091010.4	POU4F3	0	1
12	-	ENSG00000091039.16	OSBPL8	66.826332	0.91694144
7	+	ENSG00000091073.19	DTX2	5.791302	0.79425876
2	-	ENSG00000091106.18	NLRC4	0.33321296	1
7	-	ENSG00000091127.13	PUS7	8.2907292	0.49485508
7	-	ENSG00000091128.12	LAMB4	0.023337192	0.9856026
7	-	ENSG00000091129.19	NRCAM	12.780032	0.53163592
7	+	ENSG00000091137.11	SLC26A4	0.30501048	1
7	-	ENSG00000091138.12	SLC26A3	0	1
7	+	ENSG00000091140.12	DLD	28.079472	0.85691676
18	+	ENSG00000091157.13	WDR7	12.7565	0.82531124
18	-	ENSG00000091164.12	TXNL1	31.076036	0.95171816
3	-	ENSG00000091181.19	IL5RA	0	1
16	-	ENSG00000091262.14	ABCC6	0.31714596	1
3	-	ENSG00000091317.7	CMTM6	72.634092	0.99427948
2	+	ENSG00000091409.14	ITGA6	0.788251	0.13541304
2	+	ENSG00000091428.17	RAPGEF4	0.096821688	1
2	+	ENSG00000091436.16	AC013461.1	80.174556	0.88022864
X	-	ENSG00000091482.5	SMPX	0	1
1	-	ENSG00000091483.6	FH	42.02638	0.92051056
4	-	ENSG00000091490.10	SEL1L3	1.9406456	0.7912912
3	+	ENSG00000091513.14	TF	0.07675684	0.98010296
3	+	ENSG00000091527.15	CDV3	172.95528	0.98313356
17	+	ENSG00000091536.16	MYO15A	0.059521052	1
17	+	ENSG00000091542.8	ALKBH5	31.356252	0.96437368
17	-	ENSG00000091583.10	APOH	0	1
17	-	ENSG00000091592.15	NLRP1	7.1049552	0.56847112
17	-	ENSG00000091622.15	PITPNM3	0.532421	1
17	-	ENSG00000091640.7	SPAG7	25.439432	1
16	+	ENSG00000091651.8	ORC6	0.26004472	0.91430288
8	+	ENSG00000091656.15	ZFHX4	20.393052	0.75426304
11	+	ENSG00000091664.7	SLC17A6	0	1
7	+	ENSG00000091704.9	CPA1	0	0.76009708
7	-	ENSG00000091732.15	ZC3HC1	10.336316	0.89469008
6	+	ENSG00000091831.21	ESR1	0.48431768	0.99888004
6	-	ENSG00000091844.7	RGS17	3.6003912	0.58567488
8	-	ENSG00000091879.13	ANGPT2	0.26928368	1
17	-	ENSG00000091947.9	TMEM101	15.227528	0.8411318
3	+	ENSG00000091972.18	CD200	0.056990648	0.9733812
14	-	ENSG00000092009.10	CMA1	0	1
14	+	ENSG00000092010.14	PSME1	51.987328	0.89116648
14	-	ENSG00000092020.10	PPP2R3C	7.7014572	0.53518536
14	-	ENSG00000092036.17	HAUS4	7.6980352	0.7922716
14	-	ENSG00000092051.16	JPH4	0	1
14	-	ENSG00000092054.12	MYH7	0	0.60522776
14	-	ENSG00000092067.5	CEBPE	0	1
14	-	ENSG00000092068.19	SLC7A8	2.548032	0.95200752
14	-	ENSG00000092094.10	OSGEP	2.5468976	0.56470564
14	-	ENSG00000092096.15	SLC22A17	1.861422	0.31565852
14	+	ENSG00000092098.16	RNF31	5.1821468	0.19608216
14	+	ENSG00000092108.20	SCFD1	23.908984	0.88153452
14	+	ENSG00000092140.14	G2E3	9.670696	0.57425124
14	-	ENSG00000092148.12	HECTD1	74.50302	0.57381648
14	-	ENSG00000092199.17	HNRNPC	287.64756	0.94912664
14	+	ENSG00000092200.12	RPGRIP1	0	1
14	-	ENSG00000092201.9	SUPT16H	21.820644	0.45408676
14	+	ENSG00000092203.13	TOX4	30.869496	0.86587548
14	+	ENSG00000092208.16	GEMIN2	2.7302072	0.81061204
14	-	ENSG00000092295.11	TGM1	0.61081016	0.93015616
14	-	ENSG00000092330.15	TINF2	23.424808	0.83171836
3	-	ENSG00000092345.13	DAZL	0	1
5	-	ENSG00000092421.16	SEMA6A	0.45681724	0.91002312
15	-	ENSG00000092439.13	TRPM7	38.53832	0.53237516
15	+	ENSG00000092445.11	TYRO3	3.9901896	0.65909848
15	+	ENSG00000092470.11	WDR76	2.932782	0.92558012
15	+	ENSG00000092529.23	CAPN3	2.1184164	0.47330028
15	+	ENSG00000092531.9	SNAP23	45.398168	0.9639742
1	-	ENSG00000092607.13	TBX15	16.63472	0.58642108
1	+	ENSG00000092621.11	PHGDH	33.19258	0.86439896
